toronto/10 St MaryTransportation Study.txt,CHARLES ST AT YONGE ST (PX 921),x,2010-Aug-11,08:15-09:15,115,475,0,127,357,159,0,440,38,0,0,0,297,255,257,128,48,32,0,1,,
toronto/10 St MaryTransportation Study.txt,CHARLES ST AT YONGE ST (PX 921),x,2010-Aug-11,17:00-18:00,77,594,0,94,185,141,0,783,44,0,0,0,760,388,859,473,59,31,20,2,,
toronto/10 St MaryTransportation Study.txt,CHARLES ST AT YONGE ST (PX 921),x,2010-Aug-11,OFF HR,61,446,0,97,194,92,0,475,46,0,0,0,501,227,558,296,37,10,4,4,,
toronto/10 St MaryTransportation Study.txt,CHARLES ST AT YONGE ST (PX 921),x,2010-Aug-11,07:30-09:30,253,915,0,197,630,287,0,856,69,0,0,0,515,376,434,194,81,52,1,4,,
toronto/10 St MaryTransportation Study.txt,CHARLES ST AT YONGE ST (PX 921),x,2010-Aug-11,16:00-18:00,150,1195,0,160,335,256,0,1437,90,0,0,0,,679,,,,54,,,,
toronto/10 St MaryTransportation Study.txt,CHARLES ST AT YONGE ST (PX 921),x,2010-Aug-11,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,648,3891,0,746,1742,911,0,4188,345,0,0,0,,,,,,,,,,
toronto/101king_vibration-report.txt,CHURCH ST AT KING ST (PX 16),x,2009-Apr-23,08:15-09:15,70,374,24,57,474,15,29,371,45,79,294,12,468,129,563,233,0,0,0,0,,
toronto/101king_vibration-report.txt,CHURCH ST AT KING ST (PX 16),x,2009-Apr-23,17:00-18:00,54,529,46,51,394,7,82,473,49,88,769,31,649,488,774,292,0,0,0,0,,
toronto/101king_vibration-report.txt,CHURCH ST AT KING ST (PX 16),x,2009-Apr-23,OFF HR,67,305,38,39,268,21,36,227,33,77,263,57,431,291,433,202,0,0,0,0,,
toronto/101king_vibration-report.txt,CHURCH ST AT KING ST (PX 16),x,2009-Apr-23,07:30-09:30,126,683,41,92,833,24,47,654,90,155,490,29,738,191,903,333,0,0,0,0,,
toronto/101king_vibration-report.txt,CHURCH ST AT KING ST (PX 16),x,2009-Apr-23,16:00-18:00,104,882,83,89,690,13,137,825,94,175,1305,43,,774,,455,,0,,0,,
toronto/101king_vibration-report.txt,CHURCH ST AT KING ST (PX 16),x,2009-Apr-23,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,496,2781,275,335,2596,121,327,2385,318,637,2848,300,,,,,,,,,,
toronto/20140818 Vibration Study.Pdf.txt,DUNDAS ST AT JARVIS ST (PX 8),x,2011-May-18,08:00-09:00,75,918,4,83,522,49,27,738,1,56,257,47,259,143,152,75,36,40,33,23,,
toronto/20140818 Vibration Study.Pdf.txt,DUNDAS ST AT JARVIS ST (PX 8),x,2011-May-18,16:45-17:45,72,718,3,58,316,48,25,887,1,44,607,64,499,161,307,125,35,33,19,51,,
toronto/20140818 Vibration Study.Pdf.txt,DUNDAS ST AT JARVIS ST (PX 8),x,2011-May-18,OFF HR,66,705,5,67,271,39,33,664,2,77,382,51,289,104,178,87,33,43,22,28,,
toronto/20140818 Vibration Study.Pdf.txt,DUNDAS ST AT JARVIS ST (PX 8),x,2011-May-18,07:30-09:30,157,1844,10,147,896,86,48,1418,2,105,517,82,459,233,264,134,73,75,62,53,,
toronto/20140818 Vibration Study.Pdf.txt,DUNDAS ST AT JARVIS ST (PX 8),x,2011-May-18,16:00-18:00,134,1355,11,113,583,84,43,1629,1,99,1187,132,877,309,545,201,66,75,50,98,,
toronto/20140818 Vibration Study.Pdf.txt,DUNDAS ST AT JARVIS ST (PX 8),x,2011-May-18,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,552,6018,39,528,2563,322,225,5704,11,510,3228,416,,959,,681,,321,,261,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT DUNCAN ST,x,2010-Jul-28,08:00-09:00,0,26,71,0,0,0,40,27,0,21,1343,89,96,75,104,105,43,1,9,111,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT DUNCAN ST,x,2010-Jul-28,17:00-18:00,0,57,63,0,0,0,56,68,0,33,1089,45,275,156,159,141,15,8,36,63,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT DUNCAN ST,x,2010-Jul-28,OFF HR,0,44,57,0,0,0,45,43,0,20,748,47,133,87,90,131,11,21,13,31,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT DUNCAN ST,x,2010-Jul-28,07:30-09:30,0,52,130,0,0,0,76,58,0,42,2356,150,167,130,174,193,73,5,17,189,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT DUNCAN ST,x,2010-Jul-28,16:00-18:00,0,114,132,0,0,0,103,108,0,70,2018,86,453,268,292,277,29,12,60,111,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT DUNCAN ST,x,2010-Jul-28,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,0,342,489,0,0,0,359,339,0,190,7360,423,,744,824,995,,101,127,425,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT SIMCOE ST,x,2009-Aug-10,08:15-09:15,0,130,94,0,0,0,0,0,0,100,1205,0,70,79,232,348,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT SIMCOE ST,x,2009-Aug-10,17:00-18:00,0,142,103,0,0,0,0,0,0,134,1080,0,197,79,338,222,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT SIMCOE ST,x,2009-Aug-10,OFF HR,0,96,57,0,0,0,0,0,0,63,757,0,124,36,183,181,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT SIMCOE ST,x,2009-Aug-10,07:30-09:30,0,241,175,0,0,0,0,0,0,180,2219,0,148,156,393,556,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT SIMCOE ST,x,2009-Aug-10,16:00-18:00,0,269,208,0,0,0,0,0,0,228,2079,0,344,143,531,442,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,ADELAIDE ST AT SIMCOE ST,x,2009-Aug-10,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,0,895,612,0,0,0,0,0,0,658,7326,0,987,442,,,0,0,,,,
toronto/266-322-king-traffic-impact-study.txt,DUNCAN ST AT KING ST,x,2009-Apr-01,08:15-09:15,30,0,21,40,320,0,0,0,0,0,457,12,507,17,0,6,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,DUNCAN ST AT KING ST,x,2009-Apr-01,17:00-18:00,44,0,16,47,429,0,0,0,0,0,483,14,,25,0,19,,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,DUNCAN ST AT KING ST,x,2009-Apr-01,OFF HR,53,0,22,44,382,0,0,0,0,0,392,27,408,21,0,14,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,DUNCAN ST AT KING ST,x,2009-Apr-01,07:30-09:30,62,0,33,89,568,0,0,0,0,0,786,24,719,33,0,25,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,DUNCAN ST AT KING ST,x,2009-Apr-01,16:00-18:00,80,0,46,104,838,0,0,0,0,0,946,23,,50,0,42,,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,DUNCAN ST AT KING ST,x,2009-Apr-01,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,354,0,165,369,2934,0,0,0,0,0,3299,152,,165,0,122,,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,KING ST AT SIMCOE ST,x,2009-Mar-30,08:30-09:30,29,183,56,0,387,14,0,0,0,67,395,0,588,113,480,155,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,KING ST AT SIMCOE ST,x,2009-Mar-30,17:00-18:00,38,231,40,0,421,9,0,0,0,132,389,0,899,136,975,425,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,KING ST AT SIMCOE ST,x,2009-Mar-30,OFF HR,30,99,30,0,335,17,0,0,0,34,311,0,350,71,248,128,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,KING ST AT SIMCOE ST,x,2009-Mar-30,07:30-09:30,48,343,87,0,673,18,0,0,0,144,691,0,979,203,902,335,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,KING ST AT SIMCOE ST,x,2009-Mar-30,16:00-18:00,78,407,82,0,857,13,0,0,0,210,785,0,,272,,626,,0,,0,,
toronto/266-322-king-traffic-impact-study.txt,KING ST AT SIMCOE ST,x,2009-Mar-30,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,241,1143,289,0,2868,99,0,0,0,488,2719,0,,760,,,,0,,,,
toronto/266-322-king-traffic-impact-study.txt,JOHN ST AT WELLINGTON ST,x,2009-Apr-23,08:15-09:15,55,258,92,150,311,36,277,381,15,0,0,0,779,978,606,704,1,0,1,9,,
toronto/266-322-king-traffic-impact-study.txt,JOHN ST AT WELLINGTON ST,x,2009-Apr-23,17:00-18:00,130,340,24,287,806,178,24,457,29,0,0,0,451,832,317,332,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,JOHN ST AT WELLINGTON ST,x,2009-Apr-23,OFF HR,36,240,19,122,277,52,52,244,14,0,0,0,286,421,176,342,1,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,JOHN ST AT WELLINGTON ST,x,2009-Apr-23,07:30-09:30,96,391,140,265,545,88,403,596,24,0,0,0,,,809,,,,1,,,
toronto/266-322-king-traffic-impact-study.txt,JOHN ST AT WELLINGTON ST,x,2009-Apr-23,16:00-18:00,228,673,40,520,1352,295,54,722,75,0,0,0,891,,509,653,0,,0,0,,
toronto/266-322-king-traffic-impact-study.txt,JOHN ST AT WELLINGTON ST,x,2009-Apr-23,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,467,2018,256,1271,3001,590,665,2290,154,0,0,0,,,,,,,,,,
toronto/266-322-king-traffic-impact-study.txt,SIMCOE ST AT WELLINGTON ST,x,2009-Nov-26,08:30-09:30,127,197,0,0,591,172,0,0,0,43,0,0,395,164,570,723,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,SIMCOE ST AT WELLINGTON ST,x,2009-Nov-26,17:00-18:00,86,566,0,0,574,241,0,0,0,207,0,0,351,305,709,421,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,SIMCOE ST AT WELLINGTON ST,x,2009-Nov-26,OFF HR,91,190,0,0,333,104,0,0,0,63,0,0,315,95,373,303,0,0,0,0,,
toronto/266-322-king-traffic-impact-study.txt,SIMCOE ST AT WELLINGTON ST,x,2009-Nov-26,07:30-09:30,249,349,0,0,1109,292,0,0,0,72,0,0,723,351,,,0,0,,,,
toronto/266-322-king-traffic-impact-study.txt,SIMCOE ST AT WELLINGTON ST,x,2009-Nov-26,16:00-18:00,176,1094,0,0,1008,455,0,0,0,454,0,0,704,642,,912,0,0,,0,,
toronto/266-322-king-traffic-impact-study.txt,SIMCOE ST AT WELLINGTON ST,x,2009-Nov-26,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,788,2203,0,0,3449,1165,0,0,0,776,0,0,,,,,,,,,,
toronto/28bathurst_noise.txt,BATHURST ST AT FRONT ST (PX 297),x,2010-Jan-27,08:30-09:30,0,440,221,126,0,105,502,1060,0,0,0,0,34,36,0,0,0,0,0,0,,
toronto/28bathurst_noise.txt,BATHURST ST AT FRONT ST (PX 297),x,2010-Jan-27,17:00-18:00,0,780,160,219,0,470,107,724,0,0,0,0,38,16,0,0,0,0,0,0,,
toronto/28bathurst_noise.txt,BATHURST ST AT FRONT ST (PX 297),x,2010-Jan-27,OFF HR,0,422,137,138,0,117,117,516,0,0,0,0,11,10,0,0,0,0,0,0,,
toronto/28bathurst_noise.txt,BATHURST ST AT FRONT ST (PX 297),x,2010-Jan-27,07:30-09:30,0,871,427,230,0,179,947,1926,0,0,0,0,71,58,0,0,0,0,0,0,,
toronto/28bathurst_noise.txt,BATHURST ST AT FRONT ST (PX 297),x,2010-Jan-27,16:00-18:00,0,1463,299,427,0,836,188,1249,0,0,0,0,59,27,1,0,0,0,0,0,,
toronto/28bathurst_noise.txt,BATHURST ST AT FRONT ST (PX 297),x,2010-Jan-27,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,0,4022,1277,1207,0,1482,1605,5237,0,0,0,0,174,126,1,0,0,0,0,0,,
toronto/333king_noisereport.txt,FRONT ST AT PARLIAMENT ST (PX 244),x,2011-Nov-08,08:00-09:00,64,263,20,49,843,134,141,360,125,59,212,59,30,148,49,39,0,0,0,0,,
toronto/333king_noisereport.txt,FRONT ST AT PARLIAMENT ST (PX 244),x,2011-Nov-08,16:30-17:30,56,422,33,11,200,151,127,239,60,175,836,62,31,115,52,71,0,0,0,0,,
toronto/333king_noisereport.txt,FRONT ST AT PARLIAMENT ST (PX 244),x,2011-Nov-08,OFF HR,68,238,34,27,265,74,66,300,73,61,227,47,31,47,58,55,0,0,0,0,,
toronto/333king_noisereport.txt,FRONT ST AT PARLIAMENT ST (PX 244),x,2011-Nov-08,07:30-09:30,118,471,41,69,1495,221,248,701,223,103,380,86,56,265,78,70,0,0,0,0,,
toronto/333king_noisereport.txt,FRONT ST AT PARLIAMENT ST (PX 244),x,2011-Nov-08,16:00-18:00,89,763,51,25,374,248,206,465,106,301,1527,108,46,194,90,116,0,0,0,0,,
toronto/333king_noisereport.txt,FRONT ST AT PARLIAMENT ST (PX 244),x,2011-Nov-08,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,475,2184,224,202,2931,764,719,2363,619,644,2812,382,224,648,401,407,0,0,0,0,,
toronto/333king_noisereport.txt,KING ST AT SHERBOURNE ST (PX 254),x,2010-Aug-10,08:30-09:30,48,350,29,71,323,8,31,287,24,11,168,17,244,111,218,47,68,112,43,24,,
toronto/333king_noisereport.txt,KING ST AT SHERBOURNE ST (PX 254),x,2010-Aug-10,17:00-18:00,66,426,40,58,277,7,26,334,27,28,420,7,219,106,172,71,78,43,60,102,,
toronto/333king_noisereport.txt,KING ST AT SHERBOURNE ST (PX 254),x,2010-Aug-10,OFF HR,85,279,30,52,209,18,28,225,23,17,169,25,173,107,188,74,26,30,17,19,,
toronto/333king_noisereport.txt,KING ST AT SHERBOURNE ST (PX 254),x,2010-Aug-10,07:30-09:30,89,647,44,105,611,9,58,521,48,28,277,18,485,221,378,100,128,181,75,35,,
toronto/333king_noisereport.txt,KING ST AT SHERBOURNE ST (PX 254),x,2010-Aug-10,16:00-18:00,116,809,65,122,520,11,50,619,50,64,770,11,379,228,353,161,113,75,114,165,,
toronto/333king_noisereport.txt,KING ST AT SHERBOURNE ST (PX 254),x,2010-Aug-10,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,543,2566,230,436,1964,94,220,2042,189,159,1721,129,,876,,557,,374,,275,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,BAY ST AT FRONT ST (PX 59),x,2009-Apr-22,08:00-09:00,16,357,62,46,422,63,56,916,37,33,344,67,198,,607,253,0,,0,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,BAY ST AT FRONT ST (PX 59),x,2009-Apr-22,16:45-17:45,39,536,105,87,423,244,55,755,92,29,591,88,355,,,489,0,,,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,BAY ST AT FRONT ST (PX 59),x,2009-Apr-22,OFF HR,58,393,70,64,263,63,45,558,50,54,387,120,164,160,293,18,0,0,0,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,BAY ST AT FRONT ST (PX 59),x,2009-Apr-22,07:30-09:30,44,632,124,89,728,115,99,1821,76,86,685,125,445,,814,322,0,,0,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,BAY ST AT FRONT ST (PX 59),x,2009-Apr-22,16:00-18:00,65,1089,212,167,778,420,106,1436,163,72,1129,212,722,,,839,0,,,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,BAY ST AT FRONT ST (PX 59),x,2009-Apr-22,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,343,3292,617,509,2559,788,385,5487,435,373,3359,818,,,,,,,,,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,FRONT ST E AT YONGE ST (PX 29),x,2009-Apr-22,08:30-09:30,88,221,27,0,0,0,120,871,192,36,394,95,459,209,538,235,0,0,0,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,FRONT ST E AT YONGE ST (PX 29),x,2009-Apr-22,17:00-18:00,124,441,43,0,0,0,112,541,130,74,625,84,577,493,,,0,0,,,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,FRONT ST E AT YONGE ST (PX 29),x,2009-Apr-22,OFF HR,99,317,41,0,0,0,119,500,144,51,384,101,234,121,257,224,0,0,0,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,FRONT ST E AT YONGE ST (PX 29),x,2009-Apr-22,07:30-09:30,194,470,47,0,0,0,263,1707,389,79,694,162,946,414,,790,0,0,,0,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,FRONT ST E AT YONGE ST (PX 29),x,2009-Apr-22,16:00-18:00,250,887,83,0,0,0,218,1047,234,135,1186,177,942,765,,,0,0,,,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,FRONT ST E AT YONGE ST (PX 29),x,2009-Apr-22,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,838,2625,290,0,0,0,956,4752,1201,418,3415,744,,,,,,,,,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,LAKE SHORE BLVD N TCS AT YONGE ST (PX 211),x,2012-Sep-08,08:15-09:15,117,65,0,17,380,34,0,347,56,0,0,0,11,23,16,29,11,6,15,2,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,LAKE SHORE BLVD N TCS AT YONGE ST (PX 211),x,2012-Sep-08,16:45-17:45,175,118,0,18,625,108,0,408,111,0,0,0,66,70,45,268,18,1,27,4,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,LAKE SHORE BLVD N TCS AT YONGE ST (PX 211),x,2012-Sep-08,OFF HR,169,78,0,25,521,77,0,438,98,0,0,0,29,54,31,140,15,3,19,3,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,LAKE SHORE BLVD N TCS AT YONGE ST (PX 211),x,2012-Sep-08,07:30-09:30,206,115,0,34,714,74,0,590,112,0,0,0,15,34,23,50,29,9,39,11,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,LAKE SHORE BLVD N TCS AT YONGE ST (PX 211),x,2012-Sep-08,16:00-18:00,383,251,0,39,1177,197,0,814,207,0,0,0,131,130,90,535,33,5,61,10,,
toronto/45 Bay Street - 19 Noise Report - RWDI.txt,LAKE SHORE BLVD N TCS AT YONGE ST (PX 211),x,2012-Sep-08,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,1263,678,0,168,3971,577,0,3154,709,0,0,0,261,379,235,,120,25,175,,,
toronto/50bloor_noisereport.txt,BLOOR ST AT YONGE ST (PX 40),x,2009-Aug-12,08:00-09:00,6,715,0,7,598,0,3,344,0,1,444,0,721,469,514,248,0,0,0,0,,
toronto/50bloor_noisereport.txt,BLOOR ST AT YONGE ST (PX 40),x,2009-Aug-12,17:00-18:00,10,591,0,3,543,0,6,531,0,3,644,0,,,982,,,,0,,,
toronto/50bloor_noisereport.txt,BLOOR ST AT YONGE ST (PX 40),x,2009-Aug-12,OFF HR,28,441,0,29,471,0,40,355,0,27,420,0,948,984,635,642,0,0,0,0,,
toronto/50bloor_noisereport.txt,BLOOR ST AT YONGE ST (PX 40),x,2009-Aug-12,07:30-09:30,21,1368,0,12,1124,0,17,622,0,4,892,0,,827,846,396,,0,0,0,,
toronto/50bloor_noisereport.txt,BLOOR ST AT YONGE ST (PX 40),x,2009-Aug-12,16:00-18:00,20,1081,0,7,1116,0,8,985,0,8,1275,0,,,,,,,,,,
toronto/50bloor_noisereport.txt,BLOOR ST AT YONGE ST (PX 40),x,2009-Aug-12,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,152,4213,0,136,4121,0,185,3026,0,120,3847,0,,,,,,,,,,
toronto/50bloor_noisereport.txt,BAY ST AT BLOOR ST (PX 70),x,2009-Jul-30,08:30-09:30,72,512,38,64,445,90,19,549,27,200,387,51,571,358,252,,13,42,0,,,
toronto/50bloor_noisereport.txt,BAY ST AT BLOOR ST (PX 70),x,2009-Jul-30,17:00-18:00,33,387,14,72,475,172,28,982,54,134,782,57,,800,872,,,28,0,,,
toronto/50bloor_noisereport.txt,BAY ST AT BLOOR ST (PX 70),x,2009-Jul-30,OFF HR,76,394,46,77,396,70,27,670,44,111,515,45,,493,498,685,,24,0,0,,
toronto/50bloor_noisereport.txt,BAY ST AT BLOOR ST (PX 70),x,2009-Jul-30,07:30-09:30,140,993,88,133,843,172,32,918,72,335,743,78,846,642,533,,28,74,0,,,
toronto/50bloor_noisereport.txt,BAY ST AT BLOOR ST (PX 70),x,2009-Jul-30,16:00-18:00,57,773,41,148,874,350,48,1891,106,298,1417,133,,,,,,,,,,
toronto/50bloor_noisereport.txt,BAY ST AT BLOOR ST (PX 70),x,2009-Jul-30,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,499,3342,312,587,3298,801,190,5487,350,1076,4216,388,,,,,,,,,,
toronto/80bloor_noise-study.txt,BAY ST AT BLOOR ST (PX 70),x,2011-Nov-26,08:15-09:15,33,394,42,40,433,68,20,435,7,63,385,24,309,237,200,323,0,0,0,3,,
toronto/80bloor_noise-study.txt,BAY ST AT BLOOR ST (PX 70),x,2011-Nov-26,16:00-17:00,47,445,54,46,383,45,12,581,13,24,165,24,970,,,,0,,,,,
toronto/80bloor_noise-study.txt,BAY ST AT BLOOR ST (PX 70),x,2011-Nov-26,OFF HR,35,322,57,54,309,37,16,519,31,33,273,30,609,696,879,835,0,0,0,5,,
toronto/80bloor_noise-study.txt,BAY ST AT BLOOR ST (PX 70),x,2011-Nov-26,07:30-09:30,55,748,75,68,776,143,23,757,31,120,669,44,525,412,368,529,0,0,2,11,,
toronto/80bloor_noise-study.txt,BAY ST AT BLOOR ST (PX 70),x,2011-Nov-26,16:00-18:00,89,733,108,80,717,69,25,1178,90,49,482,38,,,,,,,,,,
toronto/80bloor_noise-study.txt,BAY ST AT BLOOR ST (PX 70),x,2011-Nov-26,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,283,2770,411,362,2727,358,112,4008,246,302,2240,202,,,,,,,,,,
toronto/Appendix A - Traffic Impact Study.txt,MCNICOLL AVE AT SILVER STAR BLVD (PX 1958),x,2008-Apr-14,08:00-09:00,15,0,1,3,1228,1,1,0,0,1,631,9,0,0,20,0,0,0,0,0,,
toronto/Appendix A - Traffic Impact Study.txt,MCNICOLL AVE AT SILVER STAR BLVD (PX 1958),x,2008-Apr-14,17:00-18:00,35,0,0,5,672,3,5,0,0,2,1140,71,5,0,9,1,0,0,0,0,,
toronto/Appendix A - Traffic Impact Study.txt,MCNICOLL AVE AT SILVER STAR BLVD (PX 1958),x,2008-Apr-14,OFF HR,26,0,3,9,462,2,4,0,1,1,480,24,2,0,7,1,0,0,0,0,,
toronto/Appendix A - Traffic Impact Study.txt,MCNICOLL AVE AT SILVER STAR BLVD (PX 1958),x,2008-Apr-14,07:30-09:30,35,0,2,6,2191,5,1,0,0,2,1089,35,2,1,36,0,0,0,0,0,,
toronto/Appendix A - Traffic Impact Study.txt,MCNICOLL AVE AT SILVER STAR BLVD (PX 1958),x,2008-Apr-14,16:00-18:00,66,0,1,8,1298,6,11,0,2,5,2116,110,7,0,25,1,0,0,0,0,,
toronto/Appendix A - Traffic Impact Study.txt,MCNICOLL AVE AT SILVER STAR BLVD (PX 1958),x,2008-Apr-14,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,202,0,15,48,5335,21,26,0,7,12,5123,241,16,1,88,6,0,0,0,0,,
toronto/Appendix A - Traffic Impact Study.txt,KENNEDY RD AT MCNICOLL AVE (PX 1586),x,2011-May-12,07:45-08:45,184,895,141,118,1090,163,84,1040,155,90,393,106,36,32,66,108,0,0,0,0,,
